DE,DS4CharacterClass.scout,Späher
DE,DS4CharacterClass.thief,Meisterdieb
DE,DS4CharacterClass.thief.short,MDB
DE,DS4CharacterClass.warmage,Kriegszauberer
DE,DS4CharacterClass.warmage.short,KRZ
DE,DS4CharacterClass.weaponmaster.short,WAM
DE,DS4CharacterClass.weaponmaster,Waffenmeister
DE,DS4CharacterClass.wizard.short,Zau
DE,DS4CharacterClass.wizard,Zauberer
DE,DS4Character.complice,Komplize
DE,DS4Character.cultistofshadows,Schattenkultist
DE,DS4Character.darksoldier,Dunkler Krieger
DE,DS4Character.Dirion,Dirion
DE,DS4Character.drac,Drac
DE,DS4Character.dwarvenslave,Zwergensklave
DE,DS4Character.eldvyn,Eldvyn
DE,DS4Character.emrich,Emrich
DE,DS4Character.Enural,Enural
DE,DS4Character.ep,Erfahrungspunkte
DE,DS4Character.equipment,Ausrüstung
DE,DS4Character.Erald,Erald
DE,DS4Character.Erindor,Erindor
DE,DS4Character.faria,Faria (Feuermagierin)
DE,DS4Character.Fenya,Fenya
DE,DS4Character.Floragon,Floragon
DE,DS4Character.galen,Galen
DE,DS4Character.glitzerhand,Glitzerhand (Dieb)
DE,DS4Character.Gloriel,Gloriel 'Die Kräuterhexe'
DE,DS4Character.gold,Gold
DE,DS4Character.gorla,Großmutter Gorla
DE,DS4Character.harringer,Harringer
DE,DS4Character.hartmund,Hartmund
DE,DS4Character.healer12,Heiler/Schütze 12
DE,DS4Character.healer1,Heiler/Schütze 01
DE,DS4Character.healer4,Heiler/Schütze 04
DE,DS4Character.healer8,Heiler/Schütze 08
DE,DS4Character.heob,Heob (Ordensheiler)
DE,DS4Character.humanslave,Menschensklave
DE,DS4Character.icequeen,Die Eiskönigin
DE,DS4Character.Iglorion,Iglorion
DE,DS4Character.jokwalderson,Jok von Walderson
DE,DS4Character.josip,Josip
DE,DS4Character.jostrotweiden,Jost Rotweiden
DE,DS4Character.kaholguard,Kaholwächter
DE,DS4Character.kamp,Kamp
DE,DS4Character.knight12,Ritter 12
DE,DS4Character.knight1,Ritter 01
DE,DS4Character.knight4,Ritter 04
DE,DS4Character.knight8,Ritter 08
DE,DS4Character.knighttomb,Gruftritter
DE,DS4Character.level,Stufe
DE,DS4Character.lios,Lios
DE,DS4Character.lp,LP
DE,DS4Character.Lydenia,Lydenia
DE,DS4Character.nicomavelli,Nico Mavelli
DE,DS4Character.noname,-Kein Name-
DE,DS4Character.noviceoftarr,Tarr-Novize
DE,DS4Character.rogg,Rogg (Umbar-Barbar)
DE,DS4Character.ryandougal,Ryan Dougal
DE,DS4Character.Sanuriel,Sanuriel
DE,DS4Character.schnabbler,Rattenkönig Schnabbler
DE,DS4Character.schnarkel,Meister Schnarkel
DE,DS4Character.shadowpriest,Schattenpriester
DE,DS4Character.shekz,Shekz
DE,DS4Character.sinda,Sinda
DE,DS4Character.slayerforum10,Caerner Freibeuter
DE,DS4Character.slayerforum11,Chio-Puan Wandermönch
DE,DS4Character.slayerforum12,Copperntaler Milizionär
DE,DS4Character.slayerforum13,Duldgnomischer Zaubertechniker
DE,DS4Character.slayerforum14,Einbrecher
DE,DS4Character.slayerforum15,Eisenhaller Armbrustschütze
DE,DS4Character.slayerforum16,Fahlstepper Grenzwächter
DE,DS4Character.slayerforum17,Falschspieler
DE,DS4Character.slayerforum18,Fjordinger Wikinger
DE,DS4Character.slayerforum19,Fjordorzwergischer Kaperfahrer
DE,DS4Character.slayerforum1,Aensteiner Soldat
DE,DS4Character.slayerforum20,Freiländer Dämonenjäger
DE,DS4Character.slayerforum21,Gärtner
DE,DS4Character.slayerforum22,Gnomischer Illusionist
DE,DS4Character.slayerforum23,Hellweiter Diplomat
DE,DS4Character.slayerforum24,Hilaner Priester
DE,DS4Character.slayerforum25,Hilanischer Peltast
DE,DS4Character.slayerforum26,Jödländer Schamanin
DE,DS4Character.slayerforum27,Kait Jadedrache
DE,DS4Character.slayerforum28,Kait Ninja
DE,DS4Character.slayerforum29,Kait Schwertgelehrter
DE,DS4Character.slayerforum2,Aensteiner Wilderer
DE,DS4Character.slayerforum30,Kultist in Mautmoreen
DE,DS4Character.slayerforum31,Lehrling in Aenk`Mator
DE,DS4Character.slayerforum32,Mardossani Kavalier
DE,DS4Character.slayerforum33,Maskentänzerin
DE,DS4Character.slayerforum34,Mokaner Fährtenleser
DE,DS4Character.slayerforum35,Nafuri Söldner
DE,DS4Character.slayerforum36,Narrländer Alchemist
DE,DS4Character.slayerforum37,Nordeker Ritter
DE,DS4Character.slayerforum38,Rekrut der Reiter der Morgenröte
DE,DS4Character.slayerforum39,Stadtwache in den Freien Landen
DE,DS4Character.slayerforum3,Angischer Clanskrieger
DE,DS4Character.slayerforum40,Sternheider Forscher
DE,DS4Character.slayerforum41,Umbar Barbar
DE,DS4Character.slayerforum42,Vandrianischer Minnesänger
DE,DS4Character.slayerforum43,Vandrianischer Ordensheiler
DE,DS4Character.slayerforum44,Vandrianischer Ordensritter
DE,DS4Character.slayerforum45,Vestracher Einbrecher
DE,DS4Character.slayerforum46,Walküre von Wyndstett
DE,DS4Character.slayerforum47,Wyndländischer Schwarzmagier
DE,DS4Character.slayerforum48,Ynnari (Schwester des Waldes)
DE,DS4Character.slayerforum49,Zasarischer Feuermagier
DE,DS4Character.slayerforum4,Ascheelf Krieger
DE,DS4Character.slayerforum50,Zasarischer Kauffahrer
DE,DS4Character.slayerforum51,Zasarischer Märchenerzähler
DE,DS4Character.slayerforum52,Zwergischer Minenarbeiter
DE,DS4Character.slayerforum5,Ascheelf Rächer
DE,DS4Character.slayerforum6,Ascheelf Späher
DE,DS4Character.slayerforum7,Bergzwergischer Söldner
DE,DS4Character.slayerforum8,Berna-Priesterin
DE,DS4Character.slayerforum9,Bosker Sturmkrähe (Söldner)
DE,DS4Character.sorcerer12,Kampfmagier 12
DE,DS4Character.sorcerer1,Kampfmagier 01
DE,DS4Character.sorcerer4,Kampfmagier 04
DE,DS4Character.sorcerer8,Kampfmagier 08
DE,DS4Character.spellsZa,Zauber
DE,DS4Character.spellsZZ,Zielzauber
DE,DS4Character.stig,Stig
DE,DS4Character.talents,Talente
DE,DS4Character.tp.short,TP
DE,DS4Character.tp,TP
DE,DS4Character.vandrianmanatarms1,Vandrianischer Waffenknecht
DE,DS4Character.vandrianmanatarms2,Vandrianischer Waffenknecht
DE,DS4Character.Varissa,Varissa
DE,DS4Character.virgil,Virgil
DE,DS4Character.vladekcrumm,Vladek Crumm
DE,DS4Character.weapons,Waffen
DE,DS4Character.wilbert,Ritter Wilbert
DE,DS4Character.wilfriedeibenhoeh,Wilfried von Eibenhöh
DE,DS4Character.wolfbart,Wolfbart
DE,DS4Character.worker,Arbeiter
DE,DS4.coppercoin.short,KM
DE,DS4Creature.airdaemon1,Luftdämon I
DE,DS4Creature.airdaemon2,Luftdämon II
DE,DS4Creature.airdaemon3,Luftdämon III
DE,DS4Creature.airigh,Airigh
DE,DS4Creature.alligator,Alligator
DE,DS4Creature.arcuna,Arcuna
DE,DS4CreatureArmor.burningfur,Brennendes Fell
DE,DS4CreatureArmor.crystalcreature,Kristallwesen
DE,DS4CreatureArmor.daemonscale,Dämonenhaut
DE,DS4CreatureArmor.darklumps,Dunkler Lumpenumhang
DE,DS4CreatureArmor.dragonscale,Drachenschuppen
DE,DS4CreatureArmor.elephant,Dickhäuter
DE,DS4CreatureArmor.feathers,Federkleid
DE,DS4CreatureArmor.fur,Fell
DE,DS4CreatureArmor.furflicks,Felle
DE,DS4CreatureArmor.furskirt,Fellschurz
DE,DS4CreatureArmor.icefur,Frostfell
DE,DS4CreatureArmor.lumps,Lumpen
DE,DS4CreatureArmor.magicrobe,mag. Robe
DE,DS4CreatureArmor.metalcreature,Metallwesen
DE,DS4CreatureArmor.mumy,Bandagen
DE,DS4CreatureArmor.names,Panzerung
DE,DS4CreatureArmor.nohardshape,Keine feste Gestalt
DE,DS4CreatureArmor.painless,Merkt nichts
DE,DS4CreatureArmor.rustlouse,Chitinpanzer
DE,DS4CreatureArmor.scalearmor,Schuppenpanzer
DE,DS4CreatureArmor.scales,Schuppen
DE,DS4CreatureArmor.shadowarmor,Schattenrüstung
DE,DS4CreatureArmor.shadowbody,Schattenkörper
DE,DS4CreatureArmor.shadowfur,Schattenpelz
DE,DS4CreatureArmor.spider,Dicke Spinnenhaut
DE,DS4CreatureArmor.stonecreature,Steinwesen
DE,DS4CreatureArmor.thickfur,Dicke Borstenhaut
DE,DS4CreatureArmor.thickskin,Dicke Haut
DE,DS4CreatureArmor.thickwood,Dicke Rinde
DE,DS4CreatureArmor.warts,Warzenhaut
DE,DS4CreatureArmor.withoutbody,Körperlos
DE,DS4CreatureArmor.wolf,Wolfspelz
DE,DS4CreatureArmor.wood,Gehölz
DE,DS4Creature.arrowmushroom,Pfeilsporenpilz
DE,DS4Creature.babydragondeformed,Deformierter Drachenwelpe
DE,DS4Creature.babydragon,Drachenwelpe
DE,DS4Creature.badger,Schreckensdachs
DE,DS4Creature.balsaminator,Blasaminator
DE,DS4Creature.basilik,Basilisk
DE,DS4Creature.bear,Bär
DE,DS4Creature.bigowl,Eulerich
DE,DS4Creature.blob,Blob
DE,DS4Creature.boar,Keiler
DE,DS4Creature.brasko,Brasko
DE,DS4Creature.bulegor,Bulegor
DE,DS4Creature.catofprey,Raubkatze
DE,DS4Creature.cavegnome,Grottenschrat
DE,DS4Creature.corpse,Leichnam
DE,DS4Creature.cranag,Cranag der Wanderer
DE,DS4Creature.daemon,Hoher Dämon
DE,DS4Creature.daemonofwar,Kriegsdämon
DE,DS4Creature.daemonprince,Dämonenfürst
DE,DS4Creature.decayedbuldge,Faulbauch
DE,DS4Creature.decayedmaggot,Faulbauchmade
DE,DS4Creature.dog,Hund
DE,DS4Creature.donnerechse,Donnerechse
DE,DS4Creature.donnervogel,Donnervogel
DE,DS4Creature.dragon,Erwachsener Drache
DE,DS4Creature.drazuul,Drazuul die Verderberin
DE,DS4Creature.eagle,Adler
DE,DS4Creature.eel,Schnappaal
DE,DS4Creature.elementarairiii,Luftelementar III
DE,DS4Creature.elementarairii,Luftelementar II
DE,DS4Creature.elementarairi,Luftelementar I
DE,DS4Creature.elementarearthi,Erdelementar I
DE,DS4Creature.elementarearthii,Erdelementar II
DE,DS4Creature.elementarearthiii,Erdelementar III
DE,DS4Creature.elementarfirei,Feuerelementar I
DE,DS4Creature.elementarfireii,Feuerelementar II
DE,DS4Creature.elementarfireiii,Feuerelementar III
DE,DS4Creature.elementariceiii,Eiselementar III
DE,DS4Creature.elementarwateriii,Wasserelementar III
DE,DS4Creature.elementarwaterii,Wasserelementar II
DE,DS4Creature.elementarwateri,Wasserelementar I
DE,DS4Creature.elephant,Kriegselefant
DE,DS4Creature.ep,Erfahrungspunkte
DE,DS4Creature.ep.short,EP
DE,DS4Creature.ettin,Ettin
DE,DS4Creature.eyeball,Augenball
DE,DS4Creature.eyeballsmall,Kleiner Augenball
DE,DS4Creature.fatgoblinguard,Fetter Goblin-Aufseher
DE,DS4Creature.fayofdeath,Todesfee
DE,DS4Creature.fenfire,Irrlicht
DE,DS4Creature.fightingdaemon,Kampfdämon
DE,DS4Creature.flyingsword,Fliegendes Schwert
DE,DS4Creature.Funkenfieper,Funkenfieper
DE,DS4Creature.gargyl,Gargyl
DE,DS4Creature.gh,Gegnerhärte
DE,DS4Creature.ghost,Geist
DE,DS4Creature.gh.short,GH
DE,DS4Creature.giantape,Riesenaffe
DE,DS4Creature.giantoctopus,Riesenkrake
DE,DS4Creature.giantotter,Riesensumpfotter
DE,DS4Creature.giantrat,Riesenratte
DE,DS4Creature.giant,Riese
DE,DS4Creature.giantsaurian,Riesenechse
DE,DS4Creature.giantsnake,Riesenschlange
DE,DS4Creature.gisamor,Gisamor
DE,DS4Creature.gk,Größenkategorie
DE,DS4Creature.gk.short,GK
DE,DS4creature.goblinavenger,Goblinrächer
DE,DS4Creature.goblinberserker,Goblin Berserker
DE,DS4Creature.goblinbomber,Goblin Bomber
DE,DS4Creature.goblincityrat,Goblin Stadtratte
DE,DS4Creature.goblinfighter,Goblin Krieger
DE,DS4Creature.goblin,Goblin
DE,DS4Creature.goblinleader,Goblin Häuptling
DE,DS4Creature.goblinmurderer,Goblin Giftmörder
DE,DS4Creature.goblinschamane,Goblin Schamane
DE,DS4Creature.goblinscout,Goblin Späher
DE,DS4Creature.golemargil,Tonkriegergolem
DE,DS4Creature.golembone,"Golem, Knochen-"
DE,DS4Creature.golembonesmall,Kleiner Knochengolem
DE,DS4Creature.golemcrystal,"Golem, Kristall-"
DE,DS4Creature.golemiron,"Golem, Eisen-"
DE,DS4Creature.golemmud,"Golem, Lehm-"
DE,DS4Creature.golemstone,"Golem, Stein-"
DE,DS4Creature.golemtree,Baumgolem
DE,DS4Creature.gralbor,Gralbor Weißauge
DE,DS4Creature.group,Gruppe
DE,DS4Creature.halflingskeleton,Halblingskelett
DE,DS4Creature.harpyie,Harpyie
DE,DS4Creature.heretic,Der Ketzer
DE,DS4Creature.hobgoblin,Hobgoblin
DE,DS4Creature.horse,Pferd
DE,DS4Creature.humansaurian,Echsenmensch
DE,DS4Creature.hydra,Hydra
DE,DS4Creature.icedwarf,Eiszwerg
DE,DS4Creature.icewolf,Eiswolf
DE,DS4Creature.katvija,Kavija die Uralte
DE,DS4Creature.kerberos,Kerberos
DE,DS4Creature.kobold,Kobold
DE,DS4Creature.kral,Kral der Schreckliche
DE,DS4Creature.kruga,Kruga
DE,DS4Creature.livingarmor,Lebende Rüstung
DE,DS4Creature.livingroots,Lebende Wurzel
DE,DS4Creature.lorddammenhall,Lord Dammenhall
DE,DS4Creature.Lufrelementardiener,Lufrelementardiener
DE,DS4Creature.Luftelementarbote,Luftelementarbote
DE,DS4Creature.mammut,Mammut
DE,DS4Creature.medusa,Medusa
DE,DS4Creature.megaskeleton,Mega-Skelett
DE,DS4Creature.miniondammenhall,Getreuer Dammenhalls
DE,DS4Creature.minortaur,Minotaurus
DE,DS4Creature.monstrousspiderbaby,Baby Monsterspinne
DE,DS4Creature.monstrousspider,Monsterspinne
DE,DS4Creature.monstrousspidersmall,Kleine Monsterspinne
DE,DS4Creature.morg,Morg Bulgash
DE,DS4Creature.mudaks,"Mudaks, die Grünhaut"
DE,DS4Creature.mumy,Mumie
DE,DS4Creature.mutantrat,Mutierte Riesenratte
DE,DS4Creature.name,Name
DE,DS4Creature.names,Monster
DE,DS4Creature.nancor,Nancor der Bärenwüter
DE,DS4Creature.octopusink,Tintenkraken
DE,DS4Creature.ogre,Oger
DE,DS4Creature.orcbandit,Orkräuber
DE,DS4Creature.orc,Ork
DE,DS4Creature.pony,Pony
DE,DS4Creature.ratlingexperienced,Erfahrener Rattling
DE,DS4Creature.rat,Ratte
DE,DS4Creature.rattlingking,Rattenkönig
DE,DS4Creature.rattlingleader,Rattling Kriegshäuptling
DE,DS4Creature.rattlingogre,Rattenoger
DE,DS4Creature.rattlingpriest,Rattling Seuchenpriester
DE,DS4Creature.rattling,Rattling
DE,DS4Creature.rattlingwizard,Rattling Giftzauberer
DE,DS4Creature.remnaton,Remnaton
DE,DS4Creature.ridingboar,Reitkeiler
DE,DS4Creature.riesenpterodactylus,Riesenpterodactylus
DE,DS4Creature.rustlouse,Rostassel
DE,DS4Creature.sabretiger,Säbelzahntiger
DE,DS4Creature.shadow,Schatten
DE,DS4Creature.shadowwolf,Schattenwolf
DE,DS4Creature.shark,Hai
DE,DS4Creature.shimmeringhorse,Schimmerross
DE,DS4Creature.simpledaemon,Niederer Dämon
DE,DS4CreatureSize.0,normal
DE,DS4CreatureSize.0.short,no
DE,DS4CreatureSize.1,groß
DE,DS4CreatureSize.-1,klein
DE,DS4CreatureSize.1.short,gr
DE,DS4CreatureSize.-1.short,kl
DE,DS4CreatureSize.2,riesig
DE,DS4CreatureSize.2.short,ri
DE,DS4CreatureSize.-2.short,wi
DE,DS4CreatureSize.-2,winzig
DE,DS4CreatureSize.3,gewaltig
DE,DS4CreatureSize.3.short,ge
DE,DS4Creature.skeleton,Skelett
DE,DS4Creature.slingingbush,Schlingwurzelbusch
DE,DS4Creature.smallhairyworm,Kleiner Borstenwurm
DE,DS4Creature.smallmurdermidge,Kleine Mordmücke
DE,DS4Creature.snowgiant,Schneeriese
DE,DS4Creature.source,Quelle
DE,DS4Creature.specialmorelegs,Mehr als 2 Beine?
DE,DS4Creature.stats.administration.increase,Gesteigert
DE,DS4Creature.stats.administration.lp,LP-Verwaltung
DE,DS4Creature.stats.administration.startMax,Start / Max.
DE,DS4Creature.stats.administration.total,Gesamt
DE,DS4Creature.stats.investmentArmor,Gold investiert in Rüstungen
DE,DS4Creature.stats.investmentItems,Gold investiert in Ausrüstung
DE,DS4Creature.stats.investmentOverall,Gold investiert gesamt
DE,DS4Creature.stats.investmentSpells,Gold investiert in Zaubersprüche
DE,DS4Creature.stats.investmentWeapons,Gold investiert in Waffen
DE,DS4Creature.stats.levelestimated,(geschätzt)
DE,DS4Creature.stats.name,Statistiken
DE,DS4Creature.stats.overall_lp,Lernpunkte gesamt
DE,DS4Creature.stats.overall_tp,Talentpunkte gesamt
DE,DS4Creature.stats.rest_lp,Lernpunkte übrig
DE,DS4Creature.stats.spentlp_classEigenschaften,Lernpunkte ausgegeben für Eigenschaften (Klasse)
DE,DS4Creature.stats.spentlp_nonClassEigenschaften,Lernpunkte ausgegeben für Eigenschaften (Andere)
DE,DS4Creature.stats.spentlp_overall,Lernpunkte ausgegeben
DE,DS4Creature.stats.sumAttribute,Summe Attribute
DE,DS4Creature.stats.sum_classEigenschaften,Summe Eigenschaften (Klasse)
DE,DS4Creature.stats.sum_eigenschaften,Summe Eigenschaften
DE,DS4Creature.stats.sum_nonClassEigenschaften,Summe Eigenschaften (Andere)
DE,DS4Creature.stats.tpRest,Talentpunkte übrig
DE,DS4Creature.stats.tpSpent,Talentpunkte ausgegeben
DE,DS4Creature.steamcoach,Dampfkutsche
DE,DS4Creature.sturmmeerkatze,Sturmmeerkatze
DE,DS4Creature.sturmsegler,Sturmsegler
DE,DS4Creature.swamplizard,Sumpfechse
DE,DS4CreatureTalent.aging1,Alterung
DE,DS4CreatureTalent.aging1.description,Bei einem Treffer altert das Ziel um 1 Jahr.
DE,DS4CreatureTalent.aging1.short,Alterung (+1 Jahr pro Treffer)
DE,DS4CreatureTalent.agingx,Alterung
DE,DS4CreatureTalent.agingx.description,Bei einem Treffer altert das Ziel pro erlittenen Schadenspunkt um 1 Jahr.
DE,DS4CreatureTalent.agingx.short,Alterung (+1 Jahr pro Schadenspunkt)
DE,DS4CreatureTalent.antimagie,Antimagie
DE,DS4CreatureTalent.antimagie.description,Sämtliche Magie in einem Radius von 10m Metern um den großen Augenball herum ist wirkungslos. Dies gilt nicht für die eigene Magie der Kreatur oder deren Zauber.
DE,DS4CreatureTalent.antimagie.short,Antimagie
DE,DS4CreatureTalent.attackflatfooted,Bodenkampf
DE,DS4CreatureTalent.attackflatfooted.description,"Erhält Schlagen + KÖR, wenn ein Gegner angegriffen wird, der am Boden liegt."
DE,DS4CreatureTalent.attackflatfooted.short,Bodenkampf
DE,DS4CreatureTalent.charge.description,"Wird mindestens eine Distanz in Höhe von Laufen gerannt, kann in der Runde noch ein Angriff mit Schlagen + KÖR erfolgen."
DE,DS4CreatureTalent.charge.short,Sturmangriff
DE,DS4CreatureTalent.charge,Sturmangriff
DE,DS4CreatureTalent.charm,Bezaubern
DE,DS4CreatureTalent.charmcontrol,Bezaubern
DE,DS4CreatureTalent.charmcontrol.description,"Kann Untote bezaubern wie durch den Zauber ""Kontrollieren"" (Stufe 9)"
DE,DS4CreatureTalent.charmcontrol.short,Bezaubern (Zauber: Kontrollieren)
DE,DS4CreatureTalent.charm.description,Kann Gegner mit ihrem 'Lockruf' (siehe Zauber) bezaubern.
DE,DS4CreatureTalent.charm.short,Bezaubern (Zauber: Gehorche)
DE,DS4CreatureTalent.climb.description,Kann mit normaler Laufen- Geschwindigkeit an Wänden und Decken aktionsfrei klettern.
DE,DS4CreatureTalent.climb,Kletterläufer
DE,DS4CreatureTalent.climb.short,Kletterläufer
DE,DS4CreatureTalent.creatureofdarkness.description,Gilt in den meisten Settings als ein Wesen der Dunkelheit. Angewendete Regeln für Wesen der Dunkelheit gelten für diese Kreatur.
DE,DS4CreatureTalent.creatureofdarkness.short,Wesen der Dunkelheit (Settingoption)
DE,DS4CreatureTalent.creatureofdarkness,Wesen der Dunkelheit (Settingoption)
DE,DS4CreatureTalent.creatureoflight.description,Gilt in den meisten Settings als ein Wesen des Lichts. Angewendete Regeln für Wesen des Lichts gelten für diese Kreatur.
DE,DS4CreatureTalent.creatureoflightordarkness.description,Gilt in den meisten Settings als ein Wesen der Dunkelheit bzw. des Lichts. Angewendete Regeln für Wesen des Lichts gelten für diese Kreatur.
DE,DS4CreatureTalent.creatureoflightordarkness.short,Wesen der Dunkelheit / Wesen des Lichts (Settingoption)
DE,DS4CreatureTalent.creatureoflightordarkness,Wesen der Dunkelheit / Wesen des Lichts (Settingoption)
DE,DS4CreatureTalent.creatureoflight.short,Wesen des Lichts (Settingoption)
DE,DS4CreatureTalent.creatureoflight,Wesen des Lichts (Settingoption)
DE,DS4CreatureTalent.darkvision.description,Kann selbst in völliger Dunkelheit noch sehen.
DE,DS4CreatureTalent.darkvision,Dunkelsicht
DE,DS4CreatureTalent.darkvision.short,Dunkelsicht
DE,DS4CreatureTalentDescription.names,Beschreibungen der Monsterfähigkeiten
DE,DS4CreatureTalent.destroyingstrike.description,"Kann einen Angriff pro Runde mit -6 ausführen, um an einem  Ziel (sofern nicht mehr als 1  Größenkategorie Unterschied) nicht abwehrbaren Schaden zu verursachen."
DE,DS4CreatureTalent.destroyingstrike.short,Vernichtender Schlag
DE,DS4CreatureTalent.destroyingstrike,Vernichtender Schlag
DE,DS4CreatureTalent.elementareaufzehrung.description,"Kann pro Runde ein Elementar aufzehren (sofortiger Tod), in dieser Runde aber nichts anderes machen. Jede Aufzehrung bringt eine Aufladung von <i>Elementare Freisetzung</i>."
DE,DS4CreatureTalent.elementareaufzehrung,Elementare Aufzehrung
DE,DS4CreatureTalent.elementareaufzehrung.short,Elementare Aufzehrung
DE,DS4CreatureTalent.elementarefreisetzung.description,Kann alle 5 Runden mit einer Aufladung aus <i>Elementare Aufzehrung</i> detonieren: Alle Umstehenden erhalten abwehrbaren Schaden auf PW:20 und ein wahnsinniges Lufrelementar wird freigesetzt.
DE,DS4CreatureTalent.elementarefreisetzung,Elementare Freisetzung
DE,DS4CreatureTalent.elementarefreisetzung.short,Elementare Freisetzung
DE,DS4CreatureTalent.entangle2.description,"Schlagen-Immersieg umklammert Ziel, welches fortan ST Punkte abwehrb. Schaden erleidet und einen Malus von -1 auf alle Proben pro 2 festgeklammerter Kreaturen erhält. Befreien: Opfer mit KÖR+ST vergleichende Probe gegen KÖR+ST des Umklammerers."
DE,DS4CreatureTalent.entangle2.short,Umklammern
DE,DS4CreatureTalent.entangle2,Umklammern
DE,DS4CreatureTalent.entangle.description,"Schlagen-Immersieg umschlingt Ziel mit freier Hand (sofern 1+ Größenkategorie kleiner), welches fortan ST Punkte abwehrb. Schaden erleidet, sich nicht frei bewegen kann und einen Malus von -2 auf alle Proben pro Größenunterschied erhält. Befreien: Opfer mit AGI+ST vergleichende Probe gegen KÖR+ST des Umschlingers."
DE,DS4CreatureTalent.entangle.short,Umschlingen
DE,DS4CreatureTalent.entangle,Umschlingen
DE,DS4CreatureTalent.evilaura.description,-2 LK/Runde für jedes Lebewesen im Radius von 4 Metern.
